Position,Complexity,SequenceID,K
140,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
141,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
142,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
143,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
144,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
145,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
146,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
147,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
148,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
149,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
150,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
151,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
152,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
153,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
154,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
155,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
156,6.70044,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
157,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
158,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
159,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
160,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
161,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
162,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
163,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
164,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
165,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
166,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
167,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
168,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
169,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
170,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
171,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
172,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
173,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
174,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
175,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
176,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
177,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
178,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
179,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
180,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
181,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
182,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
183,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
184,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
185,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
186,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
187,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
188,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
189,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
190,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
191,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
192,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
193,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
194,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
195,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
196,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
197,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
198,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
199,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
200,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
201,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
202,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
203,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
204,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
205,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
206,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
207,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
208,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
209,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
210,2.31079,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
211,4.85798,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
212,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
213,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
214,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
215,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
216,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
217,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
218,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
219,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
220,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
221,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
222,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
223,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
224,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
225,2,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
226,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
227,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
228,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
229,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
230,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
231,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
232,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
233,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
234,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
235,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
236,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
237,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
238,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
239,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
240,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
241,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
242,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
243,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
244,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
245,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
246,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
247,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
248,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
249,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
250,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
251,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
252,0.0339473,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
253,0.353016,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
254,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
255,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
256,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
257,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
258,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
259,0.452512,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
260,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
261,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
262,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
263,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
264,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
265,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
266,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
267,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
268,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
269,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
270,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
271,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
272,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
273,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
274,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
275,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
276,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
277,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
278,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
279,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
280,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
281,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
282,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
283,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
284,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
285,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
286,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
287,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
288,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
289,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
290,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
291,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
292,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
293,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
294,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
295,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
296,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
297,0.0422282,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
298,0.452512,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
299,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
300,0.0558532,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
301,0.631355,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
302,0.0824622,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
303,0.0824622,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
304,0.0824622,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
305,0.0824622,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
306,0.0824622,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
307,0.0824622,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
308,0.0824622,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
309,0.0824622,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
310,0.0824622,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
311,0.0824622,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
312,0.0824622,"gi|49169782|ref|NC_005831.2| Human Coronavirus NL63, complete genome",15
