Position,Complexity,SequenceID,K
52,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
53,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
54,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
55,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
56,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
57,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
58,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
59,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
60,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
61,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
62,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
63,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
64,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
65,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
66,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
67,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
68,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
69,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
70,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
71,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
72,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
73,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
74,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
75,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
76,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
77,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
78,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
79,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
80,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
81,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
82,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
83,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
84,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
85,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
86,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
87,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
88,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
89,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
90,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
91,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
92,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
93,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
94,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
95,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
96,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
97,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
98,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
99,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
100,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
101,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
102,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
103,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
104,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
105,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
106,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
107,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
108,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
109,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
110,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
111,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
112,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
113,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
114,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
115,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
116,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
117,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
118,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
119,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
120,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
121,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
122,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
123,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
124,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
125,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
126,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
127,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
128,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
129,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
130,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
131,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
132,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
133,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
134,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
135,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
136,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
137,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
138,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
139,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
140,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
141,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
142,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
143,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
144,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
145,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
146,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
147,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
148,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
149,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
150,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
151,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
152,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
153,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
154,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
155,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
156,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
157,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
158,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
159,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
160,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
161,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
162,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
163,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
164,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
165,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
166,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
167,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
168,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
169,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
170,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
171,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
172,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
173,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
174,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
175,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
176,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
177,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
178,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
179,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
180,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
181,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
182,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
183,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
184,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
185,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
186,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
187,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
188,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
189,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
190,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
191,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
192,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
193,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
194,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
195,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
196,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
197,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
198,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
199,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
200,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
201,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
202,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
203,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
204,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
205,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
206,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
207,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
208,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
209,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
210,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
211,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
212,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
213,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
214,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
215,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
216,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
217,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
218,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
219,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
220,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
221,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
222,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
223,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
224,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
225,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
226,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
227,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
228,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
229,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
230,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
231,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
232,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
233,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
234,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
235,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
236,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
237,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
238,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
239,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
240,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
241,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
242,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
243,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
244,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
245,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
246,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
247,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
248,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
249,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
250,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
251,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
252,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
253,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
254,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
255,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
256,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
257,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
258,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
259,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
260,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
261,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
262,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
263,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
264,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
265,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
266,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
267,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
268,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
269,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
270,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
271,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
272,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
273,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
274,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
275,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
276,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
277,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
278,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
279,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
280,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
281,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
282,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
283,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
284,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
285,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
286,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
287,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
288,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
289,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
290,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
291,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
292,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
293,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
294,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
295,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
296,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
297,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
298,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
299,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
300,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
301,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
302,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
303,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
304,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
305,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
306,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
307,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
308,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
309,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
310,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
311,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
312,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
313,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
314,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
315,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
316,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
317,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
318,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
319,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
320,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
321,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
322,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
323,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
324,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
325,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
326,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
327,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
328,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
329,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
330,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
331,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
332,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
333,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
334,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
335,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
336,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
337,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
338,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
339,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
340,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
341,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
342,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
343,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
344,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
345,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
346,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
347,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
348,2,"gi|1006610892|ref|NC_029645.1| Norovirus GIII, complete genome",15
