Position,Complexity,SequenceID,K
826,2,"100",15
827,2,"100",15
828,2,"100",15
829,2,"100",15
830,2,"100",15
831,2,"100",15
832,2,"100",15
833,2,"100",15
834,2,"100",15
835,2,"100",15
836,2,"100",15
837,2,"100",15
838,2,"100",15
839,2,"100",15
840,2,"100",15
841,2,"100",15
842,2,"100",15
843,2,"100",15
844,2,"100",15
845,2,"100",15
846,2,"100",15
847,2,"100",15
848,2,"100",15
849,2,"100",15
850,2,"100",15
851,2,"100",15
852,2,"100",15
853,2,"100",15
854,2,"100",15
855,2,"100",15
856,2,"100",15
857,2,"100",15
858,2,"100",15
859,2,"100",15
860,2,"100",15
861,2,"100",15
862,2,"100",15
863,2,"100",15
864,2,"100",15
865,2,"100",15
866,2,"100",15
867,2,"100",15
868,2,"100",15
869,2,"100",15
870,2,"100",15
871,2,"100",15
872,2,"100",15
873,2,"100",15
874,2,"100",15
875,2,"100",15
876,2,"100",15
877,2,"100",15
878,2,"100",15
879,2,"100",15
880,2,"100",15
881,2,"100",15
882,2,"100",15
883,2,"100",15
884,2,"100",15
885,2,"100",15
886,2,"100",15
887,2,"100",15
888,2,"100",15
889,2,"100",15
890,2,"100",15
891,2,"100",15
892,2,"100",15
893,2,"100",15
894,2,"100",15
895,2,"100",15
896,2,"100",15
897,2,"100",15
898,2,"100",15
899,2,"100",15
900,2,"100",15
901,2,"100",15
902,2,"100",15
903,2,"100",15
904,2,"100",15
905,2,"100",15
906,2,"100",15
907,2,"100",15
908,2,"100",15
909,2,"100",15
910,2,"100",15
911,2,"100",15
912,2,"100",15
913,2,"100",15
914,2,"100",15
915,2,"100",15
916,2,"100",15
917,2,"100",15
918,2,"100",15
919,2,"100",15
920,2,"100",15
921,2,"100",15
922,2,"100",15
923,2,"100",15
924,2,"100",15
925,2,"100",15
926,2,"100",15
927,2,"100",15
928,2,"100",15
929,2,"100",15
930,2,"100",15
931,2,"100",15
932,2,"100",15
933,2,"100",15
934,2,"100",15
935,2,"100",15
936,2,"100",15
937,2,"100",15
938,2,"100",15
939,2,"100",15
940,2,"100",15
941,2,"100",15
942,2,"100",15
943,2,"100",15
944,2,"100",15
945,2,"100",15
946,2,"100",15
947,2,"100",15
948,2,"100",15
949,2,"100",15
950,2,"100",15
951,2,"100",15
952,2,"100",15
953,2,"100",15
954,2,"100",15
955,2,"100",15
956,2,"100",15
957,2,"100",15
958,2,"100",15
959,2,"100",15
960,2,"100",15
961,2,"100",15
962,2,"100",15
963,2,"100",15
964,2,"100",15
965,2,"100",15
966,2,"100",15
967,2,"100",15
968,2,"100",15
969,2,"100",15
970,2,"100",15
971,2,"100",15
972,2,"100",15
973,2,"100",15
974,2,"100",15
975,2,"100",15
976,2,"100",15
977,2,"100",15
978,2,"100",15
979,2,"100",15
980,2,"100",15
981,2,"100",15
982,2,"100",15
983,2,"100",15
984,2,"100",15
985,2,"100",15
986,2,"100",15
987,2,"100",15
988,2,"100",15
989,2,"100",15
990,2,"100",15
991,2,"100",15
992,2,"100",15
993,2,"100",15
994,2,"100",15
995,2,"100",15
996,2,"100",15
997,2,"100",15
998,2,"100",15
999,2,"100",15
1000,2,"100",15
1001,2,"100",15
1002,2,"100",15
1003,2,"100",15
1004,2,"100",15
1005,2,"100",15
1006,2,"100",15
1007,2,"100",15
1008,2,"100",15
1009,2,"100",15
1010,2,"100",15
1011,2,"100",15
1012,2,"100",15
1013,2,"100",15
1014,2,"100",15
1015,2,"100",15
1016,2,"100",15
1017,2,"100",15
1018,2,"100",15
1019,2,"100",15
1020,2,"100",15
1021,2,"100",15
1022,2,"100",15
1023,2,"100",15
1024,2,"100",15
1025,2,"100",15
1026,2,"100",15
1027,2,"100",15
1028,2,"100",15
1029,2,"100",15
1030,2,"100",15
1031,2,"100",15
1032,2,"100",15
1033,2,"100",15
1034,2,"100",15
1035,2,"100",15
1036,2,"100",15
1037,2,"100",15
1038,2,"100",15
1039,2,"100",15
1040,2,"100",15
1041,2,"100",15
1042,2,"100",15
1043,2,"100",15
1044,2,"100",15
1045,2,"100",15
1046,2,"100",15
1047,2,"100",15
1048,2,"100",15
1049,2,"100",15
1050,2,"100",15
1051,2,"100",15
1052,2,"100",15
1053,2,"100",15
1054,2,"100",15
1055,2,"100",15
1056,2,"100",15
1057,2,"100",15
1058,2,"100",15
1059,2,"100",15
1060,2,"100",15
1061,2,"100",15
1062,2,"100",15
1063,2,"100",15
1064,2,"100",15
1065,2,"100",15
1066,2,"100",15
1067,2,"100",15
1068,2,"100",15
1069,2,"100",15
1070,2,"100",15
1071,2,"100",15
1072,2,"100",15
1073,2,"100",15
1074,2,"100",15
1075,2,"100",15
1076,2,"100",15
1077,2,"100",15
1078,2,"100",15
1079,2,"100",15
1080,2,"100",15
1081,2,"100",15
1082,2,"100",15
1083,2,"100",15
1084,2,"100",15
1085,2,"100",15
1086,2,"100",15
1087,2,"100",15
1088,2,"100",15
1089,2,"100",15
1090,2,"100",15
1091,2,"100",15
1092,2,"100",15
1093,2,"100",15
1094,2,"100",15
1095,2,"100",15
1096,2,"100",15
1097,2,"100",15
1098,2,"100",15
1099,2,"100",15
1100,2,"100",15
1101,2,"100",15
1102,2,"100",15
1103,2,"100",15
1104,2,"100",15
1105,2,"100",15
1106,2,"100",15
1107,2,"100",15
1108,2,"100",15
1109,2,"100",15
1110,2,"100",15
1111,2,"100",15
1112,2,"100",15
1113,2,"100",15
1114,2,"100",15
1115,2,"100",15
1116,2,"100",15
1117,2,"100",15
1118,2,"100",15
1119,2,"100",15
1120,2,"100",15
1121,2,"100",15
1122,2,"100",15
1123,2,"100",15
1124,2,"100",15
1125,2,"100",15
1126,2,"100",15
1127,2,"100",15
1128,2,"100",15
1129,2,"100",15
1130,2,"100",15
1131,2,"100",15
1132,2,"100",15
1133,2,"100",15
1134,2,"100",15
1135,2,"100",15
1136,2,"100",15
1137,2,"100",15
1138,2,"100",15
1139,2,"100",15
1140,2,"100",15
1141,2,"100",15
1142,2,"100",15
1143,2,"100",15
1144,2,"100",15
1145,2,"100",15
1146,2,"100",15
1147,2,"100",15
1148,2,"100",15
1149,2,"100",15
1150,2,"100",15
1151,2,"100",15
1152,2,"100",15
1153,2,"100",15
1154,2,"100",15
1155,2,"100",15
1156,2,"100",15
1157,2,"100",15
1158,2,"100",15
1159,2,"100",15
1160,2,"100",15
1161,2,"100",15
1162,2,"100",15
1163,2,"100",15
1164,2,"100",15
1165,2,"100",15
1166,2,"100",15
1167,2,"100",15
1168,2,"100",15
1169,2,"100",15
1170,2,"100",15
1171,2,"100",15
1172,2,"100",15
1173,2,"100",15
1174,2,"100",15
1175,2,"100",15
1176,2,"100",15
1177,2,"100",15
1178,2,"100",15
1179,2,"100",15
1180,2,"100",15
1181,2,"100",15
1182,2,"100",15
1183,2,"100",15
1184,2,"100",15
1185,2,"100",15
1186,2,"100",15
1187,2,"100",15
1188,2,"100",15
1189,2,"100",15
1190,2,"100",15
1191,2,"100",15
1192,2,"100",15
1193,2,"100",15
1194,2,"100",15
1195,2,"100",15
1196,2,"100",15
1197,2,"100",15
1198,2,"100",15
1199,2,"100",15
1200,2,"100",15
1201,2,"100",15
1202,2,"100",15
1203,2,"100",15
1204,2,"100",15
1205,2,"100",15
1206,2,"100",15
1207,2,"100",15
1208,2,"100",15
1209,2,"100",15
1210,2,"100",15
1211,2,"100",15
1212,2,"100",15
1213,2,"100",15
1214,2,"100",15
1215,2,"100",15
1216,2,"100",15
1217,2,"100",15
1218,2,"100",15
1219,2,"100",15
1220,2,"100",15
1221,2,"100",15
1222,2,"100",15
1223,2,"100",15
1224,2,"100",15
1225,2,"100",15
1226,2,"100",15
1227,2,"100",15
1228,2,"100",15
1229,2,"100",15
1230,2,"100",15
1231,2,"100",15
1232,2,"100",15
1233,2,"100",15
1234,2,"100",15
1235,2,"100",15
1236,2,"100",15
1237,2,"100",15
1238,2,"100",15
1239,2,"100",15
1240,2,"100",15
1241,2,"100",15
1242,2,"100",15
1243,2,"100",15
1244,2,"100",15
1245,2,"100",15
1246,2,"100",15
1247,2,"100",15
1248,2,"100",15
1249,2,"100",15
1250,2,"100",15
1251,2,"100",15
1252,2,"100",15
1253,2,"100",15
1254,2,"100",15
1255,2,"100",15
1256,2,"100",15
1257,2,"100",15
1258,2,"100",15
1259,2,"100",15
1260,2,"100",15
1261,2,"100",15
1262,2,"100",15
1263,2,"100",15
1264,2,"100",15
1265,2,"100",15
1266,2,"100",15
1267,2,"100",15
1268,2,"100",15
1269,2,"100",15
1270,2,"100",15
1271,2,"100",15
1272,2,"100",15
1273,2,"100",15
1274,2,"100",15
1275,2,"100",15
1276,2,"100",15
1277,2,"100",15
1278,2,"100",15
1279,2,"100",15
1280,2,"100",15
1281,2,"100",15
1282,2,"100",15
1283,2,"100",15
1284,2,"100",15
1285,2,"100",15
1286,2,"100",15
1287,2,"100",15
1288,2,"100",15
1289,2,"100",15
1290,2,"100",15
1291,2,"100",15
1292,2,"100",15
1293,2,"100",15
1294,2,"100",15
1295,2,"100",15
1296,2,"100",15
1297,2,"100",15
1298,2,"100",15
1299,2,"100",15
1300,2,"100",15
1301,2,"100",15
1302,2,"100",15
1303,2,"100",15
1304,2,"100",15
1305,2,"100",15
1306,2,"100",15
1307,2,"100",15
1308,2,"100",15
1309,2,"100",15
1310,2,"100",15
1311,2,"100",15
1312,2,"100",15
1313,2,"100",15
1314,2,"100",15
1315,2,"100",15
1316,2,"100",15
1317,2,"100",15
1318,2,"100",15
1319,2,"100",15
1320,2,"100",15
1321,2,"100",15
1322,2,"100",15
1323,2,"100",15
1324,2,"100",15
1325,2,"100",15
1326,2,"100",15
1327,2,"100",15
1328,2,"100",15
1329,2,"100",15
1330,2,"100",15
1331,2,"100",15
1332,2,"100",15
1333,2,"100",15
1334,2,"100",15
1335,2,"100",15
1336,2,"100",15
1337,2,"100",15
1338,2,"100",15
1339,2,"100",15
1340,2,"100",15
1341,2,"100",15
1342,2,"100",15
1343,2,"100",15
1344,2,"100",15
1345,2,"100",15
1346,2,"100",15
1347,2,"100",15
1348,2,"100",15
1349,2,"100",15
1350,2,"100",15
1351,2,"100",15
1352,2,"100",15
1353,2,"100",15
1354,2,"100",15
1355,2,"100",15
1356,2,"100",15
1357,2,"100",15
1358,2,"100",15
1359,2,"100",15
1360,2,"100",15
1361,2,"100",15
1362,2,"100",15
1363,2,"100",15
1364,2,"100",15
1365,2,"100",15
1366,2,"100",15
1367,2,"100",15
1368,2,"100",15
1369,2,"100",15
1370,2,"100",15
1371,2,"100",15
1372,2,"100",15
1373,2,"100",15
1374,2,"100",15
1375,2,"100",15
1376,2,"100",15
1377,2,"100",15
1378,2,"100",15
1379,2,"100",15
1380,2,"100",15
1381,2,"100",15
1382,2,"100",15
1383,2,"100",15
1384,2,"100",15
1385,2,"100",15
1386,2,"100",15
1387,2,"100",15
1388,2,"100",15
1389,2,"100",15
1390,2,"100",15
1391,2,"100",15
1392,2,"100",15
1393,2,"100",15
1394,2,"100",15
1395,2,"100",15
1396,2,"100",15
1397,2,"100",15
1398,2,"100",15
1399,2,"100",15
1400,2,"100",15
1401,2,"100",15
1402,2,"100",15
1403,2,"100",15
1404,2,"100",15
1405,2,"100",15
1406,2,"100",15
1407,2,"100",15
1408,2,"100",15
1409,2,"100",15
1410,2,"100",15
1411,2,"100",15
1412,2,"100",15
1413,2,"100",15
1414,2,"100",15
1415,2,"100",15
1416,2,"100",15
1417,2,"100",15
1418,2,"100",15
1419,2,"100",15
1420,2,"100",15
1421,2,"100",15
1422,2,"100",15
1423,2,"100",15
1424,2,"100",15
1425,2,"100",15
1426,2,"100",15
1427,2,"100",15
1428,2,"100",15
1429,2,"100",15
1430,2,"100",15
1431,2,"100",15
1432,2,"100",15
1433,2,"100",15
1434,2,"100",15
1435,2,"100",15
1436,2,"100",15
1437,2,"100",15
1438,2,"100",15
1439,2,"100",15
1440,2,"100",15
1441,2,"100",15
1442,2,"100",15
1443,2,"100",15
1444,2,"100",15
1445,2,"100",15
1446,2,"100",15
1447,2,"100",15
1448,2,"100",15
1449,2,"100",15
1450,2,"100",15
1451,2,"100",15
1452,2,"100",15
1453,2,"100",15
1454,2,"100",15
1455,2,"100",15
1456,2,"100",15
1457,2,"100",15
1458,2,"100",15
1459,2,"100",15
1460,2,"100",15
1461,2,"100",15
1462,2,"100",15
1463,2,"100",15
1464,2,"100",15
1465,2,"100",15
1466,2,"100",15
1467,2,"100",15
1468,2,"100",15
1469,2,"100",15
1470,2,"100",15
1471,2,"100",15
1472,2,"100",15
1473,2,"100",15
1474,2,"100",15
1475,2,"100",15
1476,2,"100",15
1477,2,"100",15
1478,2,"100",15
1479,2,"100",15
1480,2,"100",15
1481,2,"100",15
1482,2,"100",15
1483,2,"100",15
1484,2,"100",15
1485,2,"100",15
1486,2,"100",15
1487,2,"100",15
1488,2,"100",15
1489,2,"100",15
1490,2,"100",15
1491,2,"100",15
1492,2,"100",15
1493,2,"100",15
1494,2,"100",15
1495,2,"100",15
